,Brand Name,Price (AUD),Variety,Type,Region,State,Vintage,Size (mL),Alcohol Volume (%),Standard Drinks,Organic,Vegan Friendly,Wine Body,Wine Style,Closure,Langtons Classified
201,Rutherglen Estates,14.99,Shiraz,,Rutherglen,Victoria,2016.0,750.0,15.0,8.9,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
202,Savaterre,44.99,Pinot Noir,Red,Beechworth,Victoria,2014.0,750.0,,8.0,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
203,Kay Brothers Amery Vineyards,29.99,Shiraz,Red,McLaren Vale,South Australia,2016.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
204,Mitolo,14.99,Shiraz,,McLaren Vale,South Australia,2016.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
205,McCrae Mist,17.99,Pinot Noir,,Mornington Peninsula,Victoria,2015.0,750.0,,7.6,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
207,Heartland,18.99,Cabernet Sauvignon,,Langhorne Creek,South Australia,2014.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
208,Stormy Creek,15.0,Shiraz,Red,South Australia,South Australia,2016.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Not specified,Cork,Not specified
209,Bird In Hand,22.9,Shiraz,Red,Adelaide Hills,,2017.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
210,Kalleske,84.99,Shiraz,,Barossa Valley,South Australia,2015.0,750.0,14.5,8.6,True,Not specified,Full Bodied,Dry,Screw Cap,Not specified
211,Wendouree,124.99,Shiraz,Red,Clare Valley,South Australia,1997.0,750.0,13.5,,Not specified,Not specified,Not specified,Dry,Cork,Outstanding
212,Torbreck,124.99,Shiraz,Red,Barossa Valley,South Australia,2015.0,750.0,15.0,8.9,Not specified,Not specified,Not specified,Dry,Cork,Excellent
213,Pig In The House,19.99,Shiraz,,,New South Wales,2016.0,750.0,14.5,8.6,True,Not specified,Full Bodied,Dry,Screw Cap,Not specified
214,Tomboy Hill,82.99,Pinot Noir,Red,Ballarat,Victoria,2015.0,750.0,13.0,7.7,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
216,Thorn-Clarke,15.99,Merlot,Red,Barossa Valley,South Australia,2017.0,750.0,14.0,8.3,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
217,Katnook Estate,35.99,Merlot,Red,Coonawarra,South Australia,2016.0,750.0,14.0,8.3,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
220,Cape Mentelle,119.99,Cabernet Sauvignon,Red,Margaret River,Western Australia,2007.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Outstanding
221,Wendouree,119.99,Shiraz,,Clare Valley,South Australia,1998.0,750.0,13.7,,Not specified,Not specified,Not specified,Dry,Cork,Outstanding
222,Vandenberg,17.99,Shiraz,Red,,,2017.0,,14.5,8.6,Not specified,Not specified,Full Bodied,Not specified,Screw Cap,Not specified
223,Seppelt,14.99,Shiraz,Red,,Victoria,2017.0,750.0,14.0,8.4,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
225,St Hugo,249.99,Cabernet Sauvignon,Red,Coonawarra,South Australia,2010.0,750.0,13.2,7.8,Not specified,Not specified,Medium Bodied,Not specified,Screw Cap,Not specified
226,St Hugo,249.99,Shiraz,Red,Barossa,South Australia,2010.0,750.0,14.7,8.7,Not specified,Not specified,Medium Bodied,Not specified,Cork,Not specified
229,Epic Negociants,18.0,Cabernet Sauvignon,Red,South Australia,,2017.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Not specified,Screw Cap,Not specified
231,Penfolds,229.99,Shiraz,,Barossa Valley,South Australia,2000.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
232,Mr Mick,14.6,Shiraz,Red,Clare Valley,South Australia,2013.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
233,Journey Wines,38.0,Pinot Noir,,Yarra Valley,Victoria,2017.0,750.0,13.5,8.0,Not specified,True,Light Bodied,Dry,Screw Cap,Not specified
234,Bass Phillip,80.0,Pinot Noir,Red,Gippsland,Victoria,2016.0,750.0,12.8,7.5,Not specified,Not specified,Light Bodied,Not specified,Cork,Not specified
235,El Desperado,19.99,Pinot Noir,,Adelaide Hills,South Australia,2017.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
237,Craiglee,59.99,Shiraz,Red,Sunbury,Victoria,2012.0,750.0,,,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
238,Kooks,14.99,Shiraz,Red,,South Australia,2017.0,750.0,14.7,8.7,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
239,Caillard,29.99,Cabernet Sauvignon,Red,,South Australia,2013.0,750.0,,8.8,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
240,Shadowfax,19.99,Shiraz,Red,Geelong,Victoria,2013.0,750.0,,,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
241,Brown Brothers,15.99,Cabernet Sauvignon,,,Victoria,2016.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Not specified,Not specified
242,Fox Creek,16.99,Shiraz,Red,McLaren Vale,South Australia,2016.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
244,TarraWarra Estate,55.99,Pinot Noir,,Yarra Valley,Victoria,2014.0,750.0,,,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
245,Chapel Hill,38.99,Shiraz,Red,McLaren Vale,South Australia,2011.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
246,Chapel Hill,14.95,Shiraz,,McLaren Vale,South Australia,2017.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
247,McWilliam's,23.99,Pinot Noir,Red,Tumbarumba,New South Wales,2017.0,750.0,,,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
248,Wendouree,109.99,Shiraz,Red,Clare Valley,South Australia,2000.0,750.0,14.5,8.7,Not specified,Not specified,Not specified,Dry,Cork,Outstanding
249,Glaetzer-Dixon,219.99,Pinot Noir,,,Tasmania,2013.0,750.0,,8.4,Not specified,Not specified,Light Bodied,Dry,Cork,Not specified
252,Suckfizzle,54.99,Cabernet Sauvignon,Red,Margaret River,Western Australia,2013.0,750.0,13.5,8.0,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
253,La Cantina King Valley,18.0,Shiraz,Red,,Victoria,2016.0,750.0,13.9,8.2,Not specified,True,Full Bodied,Dry,Cork,Not specified
254,Greedy Bird,6.0,Cabernet Sauvignon,Red,,,2016.0,750.0,,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
255,Angus The Bull,17.95,Cabernet Sauvignon,,Central Victoria,Victoria,2016.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
256,Turners Crossing,24.99,Shiraz,,Bendigo,Victoria,2012.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
257,Passing Clouds,24.99,Pinot Noir,Red,Yarra Valley,Victoria,2017.0,750.0,12.8,7.6,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
258,Franklin Tate Estates,13.99,Merlot,,Margaret River,Western Australia,2017.0,750.0,14.5,8.6,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
259,Pepperjack,22.99,Shiraz,,Barossa,South Australia,2016.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
262,Paxton,19.99,Shiraz,,McLaren Vale,South Australia,2017.0,750.0,13.5,8.0,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
264,Irvine,109.99,Merlot,Red,Eden Valley,South Australia,2009.0,750.0,15.0,8.9,Not specified,Not specified,Medium Bodied,Dry,Cork,Not specified
265,Stefano Lubiana,109.99,Pinot Noir,Red,,Tasmania,2012.0,750.0,13.3,7.9,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
266,Kaesler,21.99,Shiraz,,Barossa Valley,South Australia,2015.0,750.0,14.5,8.6,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
267,McWilliam's,16.99,Cabernet Sauvignon,,Hilltops,New South Wales,2013.0,750.0,,,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
268,Samuel Wynn & Co,16.99,Cabernet Sauvignon,Red,,South Australia,2017.0,750.0,13.5,8.0,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
269,Fowles,17.99,Cabernet Sauvignon,Red,,Victoria,2015.0,750.0,15.0,8.9,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
270,Summerfield,31.99,Shiraz,Red,Pyrenees,Victoria,2015.0,750.0,,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
271,Pure Vision,17.0,Merlot,,,,2005.0,750.0,14.5,8.6,True,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
274,Oliver's Taranga Vineyards,29.99,Shiraz,,McLaren Vale,South Australia,2017.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
275,Watershed,15.99,Shiraz,,Margaret River,Western Australia,2007.0,750.0,,8.0,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
277,Glaetzer-Dixon,25.99,Pinot Noir,Red,,Tasmania,2017.0,750.0,,8.2,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
278,Kirrihill,19.99,Cabernet Sauvignon,,Clare Valley,South Australia,2016.0,750.0,13.5,8.0,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
280,Clonakilla,189.99,Shiraz,Red,Canberra District,New South Wales,2008.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Dry,Screw Cap,Exceptional
281,Dalwhinnie,94.99,Shiraz,Red,Pyrenees,Victoria,1999.0,750.0,13.0,7.7,Not specified,Not specified,Full Bodied,Dry,Cork,Excellent
282,Richland,9.99,Shiraz,,,,2017.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
286,M. Chapoutier,15.99,Shiraz,,,Victoria,2013.0,750.0,,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
287,Wynns,186.99,Cabernet Sauvignon,,Coonawarra,South Australia,1998.0,750.0,13.0,7.7,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
288,Gemtree,14.99,Cabernet Sauvignon,Red,,,2017.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
291,Forester Estate,24.95,Cabernet Sauvignon,Red,Margaret River,Western Australia,2016.0,750.0,13.5,8.0,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
292,Hardys,31.99,Shiraz,,,,2016.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Not specified,Not specified
295,Goldman Wines,19.99,Shiraz,Red,Lower Hunter Valley,New South Wales,2014.0,750.0,14.0,8.3,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
297,Katnook Estate,89.99,Shiraz,Red,Coonawarra,South Australia,2012.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Excellent
299,Cosmo Wines,50.0,Shiraz,,Yarra Valley,Victoria,2013.0,750.0,13.7,8.1,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
300,The Mix Tape,10.0,Shiraz,Red,Limestone Coast,,2015.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
301,Kooyong,61.99,Pinot Noir,,Mornington Peninsula,Victoria,2015.0,750.0,13.5,,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
303,Pirramimma,27.99,Shiraz,,McLaren Vale,South Australia,2014.0,750.0,,8.7,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
306,Clairault,43.99,Cabernet Sauvignon,,Margaret River,Western Australia,2009.0,750.0,,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
307,McWilliam's,23.99,Shiraz,Red,Hilltops,New South Wales,2016.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
309,Swings & Roundabouts,19.99,Merlot,,Margaret River,Western Australia,2015.0,750.0,14.5,8.6,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
310,Château Tanunda,14.99,Cabernet Sauvignon,Red,Eden Valley,South Australia,2017.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
311,Curlewis,44.99,Pinot Noir,Red,Geelong,Victoria,2015.0,750.0,13.5,,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
312,Leasingham,59.99,Cabernet Sauvignon,,Clare Valley,South Australia,2014.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
313,Blue Pyrenees,35.99,Shiraz,Red,Pyrenees,Victoria,2016.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
314,Logan,17.99,Shiraz,Red,,New South Wales,2011.0,750.0,,,Not specified,Not specified,Not specified,Dry,Screw Cap,Not specified
315,Torbreck,89.99,Shiraz,,Barossa Valley,South Australia,2012.0,1000.0,,18.3,Not specified,Not specified,Not specified,Dry,Cork,Not specified
316,Leeuwin Estate,169.99,Cabernet Sauvignon,,Margaret River,Western Australia,2011.0,1000.0,,,Not specified,Not specified,Full Bodied,Not specified,Cork,Not specified
318,Coriole,25.99,Shiraz,Red,McLaren Vale,South Australia,2016.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
320,Brown Brothers,15.99,Merlot,Red,,Victoria,2016.0,750.0,14.5,8.6,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
321,Ringbolt,21.99,Cabernet Sauvignon,Red,Margaret River,Western Australia,2017.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
323,Paringa Estate,82.99,Shiraz,,Mornington Peninsula,Victoria,2013.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Excellent
325,Wynns,164.99,Cabernet Sauvignon,,Coonawarra,South Australia,1996.0,750.0,13.0,7.7,Not specified,Not specified,Full Bodied,Dry,Cork,Exceptional
327,Wirra Wirra,54.99,Cabernet Sauvignon,,McLaren Vale,South Australia,2014.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
328,Kay Brothers Amery Vineyards,41.99,Shiraz,Red,McLaren Vale,South Australia,2015.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
329,Gramp's,16.99,Merlot,,,South Australia,2016.0,750.0,13.9,8.2,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
330,Grant Burge,162.99,Shiraz,Red,Barossa Valley,South Australia,2005.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
331,Torbreck,56.99,Shiraz,,Barossa Valley,South Australia,2015.0,1000.0,,17.2,Not specified,Not specified,Full Bodied,Dry,Not specified,Not specified
333,Hardys,20.99,Shiraz,Red,McLaren Vale,South Australia,2012.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
334,Bent Creek,26.99,Shiraz,Red,McLaren Vale,South Australia,2005.0,750.0,15.26,8.4,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
336,Baily & Baily,9.99,Merlot,Red,McLaren Vale,South Australia,2017.0,750.0,14.5,8.6,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
339,Poole's Rock,39.99,Pinot Noir,Red,Adelaide Hills,South Australia,2017.0,750.0,,7.4,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
342,David Traeger,19.99,Shiraz,,Goulburn Valley,Victoria,2009.0,750.0,,8.4,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
343,Krondorf,27.99,Shiraz,,Barossa Valley,South Australia,2016.0,750.0,,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
346,Crafters Union,14.99,Shiraz,Red,McLaren Vale,,2016.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
347,Jim Barry,32.99,Shiraz,,Clare Valley,South Australia,2016.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
348,Grant Burge,164.99,Shiraz,,Barossa Valley,South Australia,2004.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Outstanding
350,Nocton Vineyard,26.99,Merlot,Red,Coal River Valley,Tasmania,2017.0,750.0,14.0,8.3,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
351,Hewitson,22.99,Shiraz,,Barossa Valley,South Australia,2014.0,750.0,,8.3,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
352,Forester Estate,39.99,Shiraz,,,Western Australia,2012.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
353,Warburn,8.99,Merlot,,Barossa Valley,South Australia,2017.0,750.0,13.5,8.0,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
354,Cockfighter's Ghost,17.99,Shiraz,Red,McLaren Vale,South Australia,2015.0,750.0,14.8,8.8,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
356,Stanton & Killeen,22.99,Shiraz,Red,Rutherglen,Victoria,2015.0,750.0,,8.6,Not specified,Not specified,Not specified,Dry,Cork,Not specified
357,Balnaves,39.99,Cabernet Sauvignon,Red,Coonawarra,South Australia,2013.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
358,Pierro,38.99,Merlot,Red,Margaret River,Western Australia,2014.0,750.0,14.0,8.3,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
359,Port Phillip,37.99,Pinot Noir,,Mornington Peninsula,Victoria,2013.0,750.0,,8.0,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
361,Murray Street Vineyards,75.0,Shiraz,Red,Barossa Valley,South Australia,2007.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
363,Ten Minutes by Tractor,74.99,Pinot Noir,Red,Mornington Peninsula,Victoria,2015.0,750.0,,8.1,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
365,Brown Brothers,49.99,Shiraz,,,Victoria,2013.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
366,Warburn,8.99,Cabernet Sauvignon,Red,,South Australia,2017.0,750.0,13.5,8.0,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
367,Climbing,16.99,Shiraz,,Orange,New South Wales,2016.0,750.0,14.0,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
368,Yarra Ridge,18.99,Pinot Noir,,Yarra Valley,Victoria,2018.0,750.0,14.0,8.3,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
369,Knappstein,18.99,Cabernet Sauvignon,Red,Clare Valley,South Australia,2016.0,750.0,13.5,8.0,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
371,Heartland,74.99,Cabernet Sauvignon,,Langhorne Creek,South Australia,2012.0,750.0,14.8,8.8,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
373,Pondalowie,24.99,Shiraz,Red,Bendigo,Victoria,2015.0,750.0,,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
374,Jim Barry,49.99,Shiraz,Red,Clare Valley,South Australia,2013.0,750.0,13.5,8.0,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
375,Savaterre,72.99,Shiraz,,Beechworth,Victoria,2013.0,750.0,13.5,,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
376,Wantirna Estate,72.99,Merlot,Red,Yarra Valley,Victoria,2011.0,750.0,,7.6,Not specified,Not specified,Medium Bodied,Dry,Cork,Excellent
379,Hardys,34.99,Shiraz,Red,McLaren Vale,South Australia,2012.0,750.0,14.5,8.3,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
380,Palmarium,140.0,Shiraz,Red,Heathcote,Victoria,2010.0,750.0,14.0,,Not specified,Not specified,Full Bodied,Shiraz,Screw Cap,Not specified
381,Gapsted,16.99,Merlot,Red,,Victoria,2017.0,750.0,14.5,8.6,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
384,Evans & Tate,23.99,Merlot,Red,Margaret River,Western Australia,2010.0,750.0,14.2,8.4,Not specified,Not specified,Medium Bodied,Dry,Screw Cap,Not specified
385,Katnook Estate,17.99,Shiraz,,Coonawarra,South Australia,2016.0,750.0,13.5,8.0,Not specified,Not specified,Full Bodied,Dry,Cork,Not specified
387,St Huberts,23.99,Shiraz,Red,Heathcote,Victoria,2017.0,750.0,14.5,8.6,Not specified,Not specified,Not specified,Not specified,Screw Cap,Not specified
388,Tahbilk,17.99,Shiraz,,Goulburn Valley,Victoria,2015.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
389,Murray Street Vineyards,34.99,Shiraz,,Barossa Valley,South Australia,2016.0,750.0,14.5,8.6,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
391,Mount MacLeod,19.99,Pinot Noir,Red,Gippsland,Victoria,2016.0,750.0,,8.2,Not specified,Not specified,Light Bodied,Dry,Screw Cap,Not specified
392,McWilliam's,14.0,Shiraz,,Hilltops,New South Wales,2014.0,750.0,,,Not specified,Not specified,Full Bodied,Dry,Screw Cap,Not specified
